antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",0.02352687243686596,0.020181308007770342,0.012896611266997626,0.5481651376146789,27.16202227346318,1.0,0.012421808207889712,2.1685327396376253,0.9863905752305695,0.4185639229422068,0.5388587030661542,0.5936012853848796
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})",0.020181308007770342,0.02352687243686596,0.012896611266997626,0.6390374331550802,27.16202227346318,1.0,0.012421808207889712,2.7051922200637937,0.983022571283863,0.4185639229422068,0.6303405012837062,0.5936012853848796
"frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",0.029192747679689185,0.016673861428879777,0.012896611266997626,0.4417744916820703,26.495031973631473,1.0,0.012409855437458237,1.7615213277052189,0.9911927139767002,0.3911620294599018,0.43230888875882817,0.6076186374267956
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})","frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})",0.016673861428879777,0.029192747679689185,0.012896611266997626,0.773462783171521,26.495031973631473,1.0,0.012409855437458237,4.285420585242513,0.9785736770649625,0.3911620294599018,0.7666506752117518,0.6076186374267956
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.016835743578674726,0.03000215842866393,0.012896611266997626,0.766025641025641,25.53235104224313,1.0,0.012391502620885866,4.145744199592559,0.9772873618121609,0.3799682034976153,0.7587887839056062,0.5979408780667773
frozenset({'pink regency teacup and saucer'}),"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'roses regency teacup and saucer'})",0.03000215842866393,0.016835743578674726,0.012896611266997626,0.4298561151079137,25.53235104224313,1.0,0.012391502620885866,1.7244142794014412,0.9905527220859799,0.3799682034976153,0.4200929486926376,0.5979408780667773
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.014299589898553853,0.03728685516943665,0.012896611266997626,0.9018867924528302,24.18779455533408,1.0,0.012363424529467908,9.812268591542283,0.97256410203552,0.33333333333333337,0.8980867685519786,0.6238811675722906
frozenset({'green regency teacup and saucer'}),"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.03728685516943665,0.014299589898553853,0.012896611266997626,0.3458755426917511,24.18779455533408,1.0,0.012363424529467908,1.506900405708184,0.9957865843777168,0.33333333333333337,0.3363861365940511,0.6238811675722906
frozenset({'pink regency teacup and saucer'}),"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",0.03000215842866393,0.020181308007770342,0.014623354198143751,0.48741007194244607,24.151560035394148,1.0,0.014017871397996961,1.9115059394655431,0.98824426829048,0.41122913505311076,0.47685226639703765,0.6060045012118648
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.020181308007770342,0.03000215842866393,0.014623354198143751,0.7245989304812834,24.151560035394144,1.0,0.014017871397996961,3.522128084928929,0.9783389672204904,0.41122913505311076,0.7160807398575403,0.6060045012118648
frozenset({'pink regency teacup and saucer'}),"frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})",0.03000215842866393,0.029192747679689185,0.021044679473343406,0.7014388489208634,24.02784611497494,1.0,0.02016883403248936,3.251619471627066,0.9880244884917782,0.5516265912305517,0.6924609387027647,0.7111630473809493
"frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.029192747679689185,0.03000215842866393,0.021044679473343406,0.7208872458410351,24.027846114974935,1.0,0.02016883403248936,3.47529028006684,0.9872007228685566,0.5516265912305517,0.7122542523323355,0.7111630473809493
"frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.02352687243686596,0.03728685516943665,0.021044679473343406,0.8944954128440368,23.989564386144266,1.0,0.020167436388200174,9.124846329263606,0.9814045886327052,0.5291723202170963,0.8904091133246841,0.7294474169864178
frozenset({'green regency teacup and saucer'}),"frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})",0.03728685516943665,0.02352687243686596,0.021044679473343406,0.5643994211287988,23.989564386144266,1.0,0.020167436388200174,2.2416708675951016,0.9954317266911852,0.5291723202170963,0.5539041817174458,0.7294474169864178
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",frozenset({'green regency teacup and saucer'}),0.016673861428879777,0.03728685516943665,0.014623354198143751,0.8770226537216828,23.520960663922175,1.0,0.014001638341929855,7.828377940859049,0.9737204088827366,0.37174211248285316,0.8722596165444888,0.6346039462530266
frozenset({'green regency teacup and saucer'}),"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",0.03728685516943665,0.016673861428879777,0.014623354198143751,0.39218523878437045,23.520960663922175,1.0,0.014001638341929855,1.6178056232205813,0.9945690830710224,0.37174211248285316,0.3818787710668909,0.6346039462530266
"frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer'})",0.0226635009712929,0.024821929635225556,0.012896611266997626,0.569047619047619,22.9251966873706,1.0,0.012334059440600328,2.2628441411779296,0.9785574094060944,0.37285491419656785,0.5580782689348426,0.5443064182194617
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.024821929635225556,0.0226635009712929,0.012896611266997626,0.5195652173913043,22.925196687370597,1.0,0.012334059440600328,2.0342750658516078,0.9807233177934473,0.37285491419656785,0.508424393147949,0.5443064182194617
frozenset({'pink regency teacup and saucer'}),frozenset({'green regency teacup and saucer'}),0.03000215842866393,0.03728685516943665,0.024821929635225556,0.827338129496403,22.18846630365751,1.0,0.02370324349912547,5.575713630477015,0.9844676960585128,0.5844980940279544,0.8206507603737089,0.7465200054139034
frozenset({'green regency teacup and saucer'}),frozenset({'pink regency teacup and saucer'}),0.03728685516943665,0.03000215842866393,0.024821929635225556,0.6657018813314037,22.188466303657506,1.0,0.02370324349912547,2.9015952750034337,0.9919170060169175,0.5844980940279544,0.6553619973761445,0.7465200054139034
frozenset({'pink regency teacup and saucer'}),"frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.03000215842866393,0.0226635009712929,0.014299589898553853,0.47661870503597126,21.03023295649195,1.0,0.013619635951864944,1.867350836632169,0.9819087924360362,0.37271448663853723,0.4644819921448001,0.553785542994176
"frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.0226635009712929,0.03000215842866393,0.014299589898553853,0.6309523809523809,21.03023295649195,1.0,0.013619635951864944,2.6283812481287816,0.9745358023868258,0.37271448663853723,0.6195376904655943,0.553785542994176
"frozenset({'green regency teacup and saucer', 'pink regency teacup and saucer', 'regency cakestand 3 tier'})",frozenset({'roses regency teacup and saucer'}),0.014623354198143751,0.04225124109648176,0.012896611266997626,0.8819188191881919,20.87320505388962,1.0,0.012278756403132605,8.110934801964174,0.9662210820829263,0.2932515337423313,0.8767096488363048,0.593577544970852
frozenset({'roses regency teacup and saucer'}),"frozenset({'green regency teacup and saucer', 'pink regency teacup and saucer', 'regency cakestand 3 tier'})",0.04225124109648176,0.014623354198143751,0.012896611266997626,0.3052362707535121,20.873205053889617,1.0,0.012278756403132605,1.4182902824684807,0.9940933675089478,0.2932515337423313,0.29492571981841553,0.593577544970852
"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",frozenset({'roses regency teacup and saucer'}),0.016673861428879777,0.04225124109648176,0.014299589898553853,0.8576051779935274,20.2977511603781,1.0,0.013595098559312926,6.726008329572431,0.9668546591027926,0.3204353083434099,0.8513234074356893,0.5980235340797777
frozenset({'roses regency teacup and saucer'}),"frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",0.04225124109648176,0.016673861428879777,0.014299589898553853,0.3384418901660281,20.2977511603781,1.0,0.013595098559312926,1.4863790859096278,0.9926752184816152,0.3204353083434099,0.32722411834257986,0.5980235340797777
frozenset({'roses regency teacup and saucer'}),"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer'})",0.04225124109648176,0.024821929635225556,0.021044679473343406,0.49808429118773945,20.06630018324171,1.0,0.019995922139845586,1.942912033322184,0.9920818941045432,0.4572098475967174,0.4853086589359887,0.6729551890721306
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.024821929635225556,0.04225124109648176,0.021044679473343406,0.8478260869565217,20.06630018324171,1.0,0.019995922139845586,6.293777558508834,0.9743504614022542,0.4572098475967174,0.8411129102190693,0.6729551890721306
"frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.0226635009712929,0.03728685516943665,0.016835743578674726,0.7428571428571429,19.92276204258838,1.0,0.015990692900325742,3.743884452118858,0.9718312550964937,0.39048811013767215,0.7328977395565591,0.597188339880091
frozenset({'green regency teacup and saucer'}),"frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.03728685516943665,0.0226635009712929,0.016835743578674726,0.4515195369030391,19.92276204258838,1.0,0.015990692900325742,1.7818984718438964,0.986593110941522,0.39048811013767215,0.43880079824906804,0.597188339880091
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.020181308007770342,0.04225124109648176,0.016835743578674726,0.8342245989304814,19.74438092896511,1.0,0.015983058268396064,5.777387674676066,0.9689064790259856,0.3692307692307693,0.8269113903532412,0.6163460159403364
frozenset({'roses regency teacup and saucer'}),"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",0.04225124109648176,0.020181308007770342,0.016835743578674726,0.3984674329501916,19.74438092896511,1.0,0.015983058268396064,1.6288705643947259,0.9912335256157443,0.3692307692307693,0.3860776774662931,0.6163460159403364
frozenset({'roses regency teacup and saucer'}),frozenset({'pink regency teacup and saucer'}),0.04225124109648176,0.03000215842866393,0.02352687243686596,0.5568326947637292,18.55975449525437,1.0,0.022259244007681638,2.1887847549001616,0.9878582124538866,0.4828349944629014,0.5431254728171689,0.6705026783171164
frozenset({'pink regency teacup and saucer'}),frozenset({'roses regency teacup and saucer'}),0.03000215842866393,0.04225124109648176,0.02352687243686596,0.7841726618705036,18.55975449525437,1.0,0.022259244007681638,4.437569249586302,0.9753835899445947,0.4828349944629014,0.774651404010602,0.6705026783171164
frozenset({'roses regency teacup and saucer'}),frozenset({'green regency teacup and saucer'}),0.04225124109648176,0.03728685516943665,0.029192747679689185,0.6909323116219668,18.530184658434568,1.0,0.02761733177219572,3.1148941834807067,0.9877684395330282,0.5798499464094319,0.6789618070163269,0.7369278055939066
frozenset({'green regency teacup and saucer'}),frozenset({'roses regency teacup and saucer'}),0.03728685516943665,0.04225124109648176,0.029192747679689185,0.7829232995658465,18.530184658434568,1.0,0.02761733177219572,4.412029282682205,0.9826748519293604,0.5798499464094319,0.7733469258862057,0.7369278055939066
frozenset({'dolly girl lunch box'}),frozenset({'spaceboy lunch box'}),0.03323980142456292,0.037988344485214764,0.022879343837686163,0.6883116883116883,18.119023022432113,1.0,0.021616618810549736,3.0864540614432694,0.9772944601010165,0.47321428571428564,0.6760036015140345,0.6452922077922078
frozenset({'spaceboy lunch box'}),frozenset({'dolly girl lunch box'}),0.037988344485214764,0.03323980142456292,0.022879343837686163,0.6022727272727272,18.11902302243211,1.0,0.021616618810549736,2.430711356418241,0.9821184399354842,0.47321428571428564,0.5885977998335666,0.6452922077922078
frozenset({'gardeners kneeling pad cup of tea'}),frozenset({'gardeners kneeling pad keep calm'}),0.03426505503993093,0.04079430174832722,0.024983811785020505,0.7291338582677166,17.87342415531392,1.0,0.02358599279029852,3.5412535952896067,0.9775467032313897,0.4989224137931034,0.7176141236170862,0.6707838603507895
frozenset({'gardeners kneeling pad keep calm'}),frozenset({'gardeners kneeling pad cup of tea'}),0.04079430174832722,0.03426505503993093,0.024983811785020505,0.6124338624338624,17.87342415531392,1.0,0.02358599279029852,2.4917939194191545,0.984200795889524,0.4989224137931034,0.5986827031694887,0.6707838603507895
"frozenset({'lunch bag cars blue', 'lunch bag red retrospot'})","frozenset({'lunch bag  black skull.', 'lunch bag pink polkadot'})",0.024714008202028924,0.025037772501618823,0.01041441830347507,0.42139737991266374,16.83046604427044,1.0,0.009795634588509529,1.685029057336825,0.9644185877173923,0.26474622770919065,0.40653842398392104,0.41867282788736637
"frozenset({'lunch bag  black skull.', 'lunch bag pink polkadot'})","frozenset({'lunch bag cars blue', 'lunch bag red retrospot'})",0.025037772501618823,0.024714008202028924,0.01041441830347507,0.41594827586206895,16.83046604427044,1.0,0.009795634588509529,1.6698623623404374,0.9647388506975951,0.26474622770919065,0.4011482487703808,0.41867282788736637
frozenset({'alarm clock bakelike red'}),"frozenset({'alarm clock bakelike pink', 'alarm clock bakelike green'})",0.047323548456723506,0.018508525793222534,0.014407511331750486,0.30444697833523376,16.4490128353019,1.0,0.013531622214512403,1.4110951194743342,0.9858604951117814,0.2801678908709339,0.2913305515701002,0.5414363171559551
"frozenset({'alarm clock bakelike pink', 'alarm clock bakelike green'})",frozenset({'alarm clock bakelike red'}),0.018508525793222534,0.047323548456723506,0.014407511331750486,0.7784256559766763,16.4490128353019,1.0,0.013531622214512403,4.299579248412418,0.9569172049699544,0.2801678908709339,0.7674191026088795,0.5414363171559551
"frozenset({'lunch bag  black skull.', 'lunch bag cars blue'})","frozenset({'lunch bag pink polkadot', 'lunch bag red retrospot'})",0.022717461687891214,0.028221454780919492,0.01041441830347507,0.4584323040380048,16.244106039067503,1.0,0.009773298485712976,1.7943805593738282,0.9602537375304792,0.2569906790945406,0.4427046176041038,0.41372858031728155
"frozenset({'lunch bag pink polkadot', 'lunch bag red retrospot'})","frozenset({'lunch bag  black skull.', 'lunch bag cars blue'})",0.028221454780919492,0.022717461687891214,0.01041441830347507,0.36902485659655826,16.2441060390675,1.0,0.009773298485712976,1.5488447501128269,0.9656924560172417,0.2569906790945406,0.3543574977884941,0.41372858031728155
"frozenset({'lunch bag  black skull.', 'lunch bag red retrospot'})","frozenset({'lunch bag pink polkadot', 'lunch bag cars blue'})",0.027897690481329594,0.023041225987481113,0.01041441830347507,0.3733075435203094,16.20172224008987,1.0,0.009771621312565953,1.5589126116187415,0.9652051615018572,0.2569906790945406,0.3585272243313104,0.4126490879194053
"frozenset({'lunch bag pink polkadot', 'lunch bag cars blue'})","frozenset({'lunch bag  black skull.', 'lunch bag red retrospot'})",0.023041225987481113,0.027897690481329594,0.01041441830347507,0.4519906323185012,16.20172224008987,1.0,0.009771621312565953,1.773879000702873,0.960407124245013,0.2569906790945406,0.4362636912643055,0.4126490879194053
frozenset({'plasters in tin woodland animals'}),frozenset({'plasters in tin spaceboy'}),0.03167494064321174,0.03124325491042521,0.015756529246708395,0.49744463373083475,15.921664857167237,1.0,0.014766901001919942,1.9276617266697638,0.9678490593403741,0.3340961098398169,0.48123678228150335,0.5008812115113587
frozenset({'plasters in tin spaceboy'}),frozenset({'plasters in tin woodland animals'}),0.03124325491042521,0.03167494064321174,0.015756529246708395,0.5043177892918825,15.921664857167237,1.0,0.014766901001919942,1.9535198932668305,0.9674177780795975,0.3340961098398169,0.4881034979747655,0.5008812115113587
