CustomerID,Recency,TenureDays,Frequency,Monetary
13500,23,99,3,1166.77
13501,288,1,1,1340.32
13502,17,307,3,292.0
13503,71,1,1,216.85
13504,64,1,1,295.93
13505,73,159,4,4393.63
13506,316,53,2,458.52
13507,3,142,4,2479.16
13508,244,1,1,110.97
13509,9,275,7,979.72
13510,1,182,4,1791.56
13512,261,1,1,251.21
13513,127,1,1,205.1
13514,74,1,1,152.20000000000002
13515,73,175,4,891.12
13516,21,217,3,1389.41
13517,60,120,3,2128.42
13518,86,1,1,659.4399999999999
13519,78,1,1,122.75
13520,59,312,6,3624.35
13521,1,8,3,1093.65
13522,30,1,1,125.80000000000001
13523,33,333,5,3964.88
13524,41,179,5,680.1800000000001
13525,15,233,2,628.78
13527,34,293,7,2287.51
13529,79,125,2,307.76
13531,205,161,2,483.8
13532,34,1,1,210.31
13533,183,84,3,270.79
13534,2,355,25,5870.08
13536,1,74,7,3448.29
13538,43,272,7,1280.85
13539,86,223,3,631.34
13544,40,200,2,291.41
13546,12,188,3,626.99
13548,96,147,2,682.41
13549,26,216,7,918.2
13551,319,1,1,91.80000000000001
13552,66,249,12,3740.07
13555,74,128,4,4149.28
13557,28,252,2,584.06
13558,6,62,4,605.06
13560,7,1,1,174.37
13561,216,1,1,141.85999999999999
13562,82,163,3,1799.33
13563,84,55,2,777.53
13564,144,223,3,1749.02
13565,19,315,2,240.22
13566,41,41,2,874.71
13568,173,1,1,192.85
13569,17,350,2,373.75
13570,243,1,1,239.49
13571,13,240,12,2092.32
13572,206,1,1,1384.25
13573,50,202,2,294.4
13575,23,152,5,732.0699999999999
13576,10,362,18,6717.34
13577,25,216,4,1687.6000000000001
13579,15,354,2,467.04
13581,309,1,1,118.0
13583,156,1,1,781.03
13584,307,1,1,142.4
13587,64,1,1,712.4
13588,16,239,9,2478.95
13589,15,164,2,379.65
13590,11,291,6,1981.92
13591,65,202,3,1117.13
13592,36,228,4,247.95999999999998
13593,108,227,5,2037.0800000000002
13594,53,1,1,396.97
13596,6,7,2,697.04
13598,47,1,1,180.17000000000002
13599,1,365,21,5153.67
13600,312,1,1,219.52
13601,45,166,2,693.32
13602,65,1,1,428.89
13603,26,1,1,164.34
13606,29,282,3,280.53999999999996
13607,40,1,1,678.01
13610,12,273,7,1131.88
13611,89,270,3,1171.8
13614,24,306,4,1610.46
13615,319,1,1,417.69
13617,40,140,3,544.18
13618,174,1,1,177.34
13621,117,1,1,213.85
13623,31,266,5,747.78
13626,253,1,1,257.23
13627,59,298,5,1638.47
13629,23,315,11,7792.36
13630,5,280,7,2031.78
13631,100,167,11,3070.42
13632,25,218,5,2121.27
13634,33,293,5,1575.16
13635,68,1,1,1071.03
13636,37,248,5,949.12
13637,52,174,3,810.5
13638,16,1,1,122.64
13639,74,1,1,1033.34
13642,216,1,1,354.8
13643,31,154,3,519.44
13644,16,89,4,2624.26
13645,120,1,1,252.1
13647,10,225,4,1678.1200000000001
13649,257,109,2,346.6
13650,17,250,6,1836.34
13651,35,4,2,94.2
13652,46,322,3,1095.08
13654,43,230,6,2707.33
13655,114,127,2,932.97
13656,165,172,2,379.65
13657,11,190,2,382.14
13658,10,194,5,2639.17
13659,206,115,2,1573.2
13662,86,173,3,897.76
13663,179,1,1,189.47
13666,60,227,3,84.65
13667,149,1,1,305.02
13668,3,359,21,6363.59
13669,51,98,2,218.55
13670,75,1,1,349.7
13672,301,30,2,186.39000000000001
13673,19,13,2,396.92
13675,151,133,2,486.82000000000005
13678,152,1,1,232.6
13680,1,337,4,3722.42
13681,18,137,4,827.83
13682,187,1,1,59.5
13684,286,1,1,67.23
13685,3,57,7,3119.44
13686,183,1,1,72.0
13689,63,1,1,910.0
13690,59,1,1,172.25
13692,25,211,3,1488.32
13694,4,369,50,65039.62
13695,31,228,15,2504.13
13697,39,1,1,151.29999999999998
13699,155,1,1,308.58000000000004
13700,26,300,10,2265.12
13703,318,1,1,99.5
13704,5,83,9,2308.06
13705,8,366,3,711.86
13706,303,1,1,330.79
13707,267,48,2,806.41
13708,271,1,1,296.88
13709,4,311,13,6328.05
13710,32,1,1,180.48
13711,219,1,2,252.06
13712,247,1,1,228.84
13715,281,91,5,1079.34
13716,269,1,1,138.28
13717,32,266,6,1445.01
13718,246,49,2,306.55
13719,15,219,5,1041.68
13720,117,138,4,799.9
13721,36,1,1,524.14
13722,132,151,3,2375.41
13723,217,1,1,199.85000000000002
13725,50,258,8,1980.56
13726,39,61,2,1079.6599999999999
13727,29,4,2,333.48
13728,37,273,6,1016.14
13730,136,25,2,752.6
13731,219,27,2,610.59
13732,28,1,1,491.86
13735,25,209,4,2885.2400000000002
13736,5,255,2,731.9
13737,200,1,1,339.59999999999997
13739,18,1,1,216.9
13740,241,1,1,350.75
13741,72,145,3,668.4300000000001
13742,17,303,12,3131.02
13743,3,256,7,1341.6
13744,95,197,2,1156.36
13745,162,1,1,300.04
13747,374,1,1,79.6
13748,96,278,5,948.25
13750,54,283,5,1647.26
13751,288,1,1,296.25
13752,124,122,6,1186.28
13753,288,1,1,741.26
13754,152,165,2,282.59999999999997
13755,4,59,9,2161.35
13756,2,365,14,5189.52
13758,12,361,7,3190.55
13759,33,37,2,659.4100000000001
13760,54,202,2,286.79
13761,50,129,2,1070.65
13762,219,1,1,306.72
13763,63,1,1,1714.96
13764,71,266,3,1521.76
13767,2,371,37,17220.36
13769,2,365,10,2796.51
13771,64,182,4,2634.45
13772,34,205,3,1132.13
13774,82,1,1,345.0
13777,1,372,33,25977.16
13778,103,1,1,178.7
13780,7,163,2,360.01
13781,251,1,1,127.84
13782,13,315,6,912.0
13784,10,322,11,2462.79
13786,367,1,1,230.39999999999998
13787,76,288,2,309.04
13790,4,1,1,348.8
13791,128,40,2,1516.0
13792,66,221,2,195.55
13798,1,370,57,37153.85
13799,117,177,2,688.86
13800,310,1,1,558.32
13801,67,1,1,324.8
13802,139,172,3,4599.42
13803,255,1,1,277.07
13804,31,259,7,2635.79
13805,52,76,2,924.6
13806,64,1,1,256.38
13807,367,1,1,112.6
13808,6,91,5,1747.66
13809,305,1,1,155.05
13810,29,27,3,1499.01
13811,184,55,3,814.5
13812,42,63,3,539.0
13813,40,95,4,1366.8600000000001
13814,92,44,2,1579.12
13815,22,296,4,4027.36
13816,24,40,2,571.6700000000001
13817,29,322,2,382.98
13819,302,18,3,1140.35
13821,145,116,2,385.64
13822,6,34,2,632.0
13823,19,72,2,957.66
13824,33,277,5,1698.94
13826,176,1,1,189.5
13827,58,85,3,412.05
13828,22,1,1,209.49
13831,16,353,6,2202.99
13832,19,1,1,52.199999999999996
13833,159,1,1,384.8
13835,25,190,4,834.57
13837,212,105,2,271.24
13838,6,364,4,691.73
13841,253,1,1,85.0
13842,59,308,9,3385.62
13844,11,1,1,361.62
13845,65,1,1,312.98
13846,25,335,3,865.0600000000001
13848,92,273,3,1255.0
13849,52,119,2,1537.95
13850,129,1,1,1595.48
13851,96,192,3,2651.46
13853,57,1,1,1090.14
13854,9,356,25,8109.5199999999995
13856,169,34,3,388.5
13858,57,1,1,216.17
13859,326,1,1,201.16
13860,1,85,5,1245.9
13862,18,314,8,2209.36
13863,248,1,1,305.78
13865,58,231,4,501.56
13866,74,1,1,145.67000000000002
13867,31,186,3,1015.29
13868,7,31,2,3192.54
13869,123,233,4,3104.95
13870,2,285,8,2770.94
13871,23,286,13,6403.25
13873,120,190,3,389.6
13874,358,1,1,540.45
13875,54,247,5,1786.79
13876,64,1,1,122.7
13877,86,1,1,117.24
13878,55,1,1,1281.53
13880,21,345,13,3219.77
13881,4,308,20,17159.52
13882,3,61,5,1191.13
13883,11,242,5,2674.48
13884,7,276,5,787.6
13885,189,11,2,506.8
13886,71,1,1,243.56
13887,204,1,1,349.55
13888,120,98,2,605.63
13889,93,1,1,416.90000000000003
13890,1,357,10,1883.8100000000002
13892,27,219,4,632.97
13893,298,1,1,821.1
13894,24,286,3,564.62
13895,28,136,4,2593.07
13897,50,1,1,311.16
13898,326,1,1,155.93
13899,16,258,2,388.52
13900,183,79,3,740.95
13901,72,246,5,2867.2
13904,37,257,2,332.64
13908,80,196,4,2369.55
13911,57,251,9,2580.91
13914,12,24,2,626.45
13917,50,141,2,272.04
13918,50,203,2,1212.8400000000001
13919,59,62,2,384.81
13922,352,1,1,172.25
13923,54,1,1,351.13
13924,2,70,6,1838.8500000000001
13925,93,42,4,678.25
13926,23,1,1,223.85000000000002
13927,75,1,1,348.99
13928,11,122,4,464.57
13929,169,157,2,842.65
13930,58,78,2,337.34
13931,96,185,2,1237.53
13932,295,1,1,307.4
13933,109,39,2,608.7900000000001
13934,264,1,1,922.1
13936,180,1,1,376.58
13937,169,1,1,158.85
13938,35,1,1,71.66
13939,23,288,3,568.55
13940,17,126,4,839.14
13941,22,350,5,5112.96
13946,79,188,3,561.5699999999999
13947,65,1,1,90.6
13948,361,1,1,102.0
13949,3,91,6,2427.32
13950,11,235,4,745.06
13951,176,118,3,674.45
13952,218,20,2,3251.071
13953,7,345,7,3515.68
13954,2,69,2,439.92
13955,154,151,2,322.96
13956,5,266,5,1026.42
13959,79,283,3,598.2
13960,21,50,2,230.22
13962,22,223,2,169.55
13963,308,59,4,664.54
13967,146,1,1,80.7
13969,7,357,18,9053.94
13971,19,266,8,2758.26
13972,71,131,2,190.25
13973,287,1,1,264.7
13974,49,1,1,413.59000000000003
13975,31,245,6,2526.28
13976,207,1,1,357.98
13978,15,30,2,196.79000000000002
13979,73,1,1,869.87
13980,60,1,1,200.14
13982,39,326,4,1871.81
13983,30,337,12,2603.43
13984,27,339,5,920.51
13985,4,260,15,7060.13
13986,17,1,1,320.46
13988,20,234,6,4147.96
13989,66,173,2,1266.08
13990,213,1,1,311.3
13991,12,131,6,855.97
13992,30,1,1,76.8
13993,43,287,9,3466.36
13994,4,144,6,2313.14
13995,15,230,5,1393.69
13999,10,351,12,3901.81
14000,211,1,1,635.66
14001,46,327,3,2043.0800000000002
14002,134,22,2,529.73
14004,43,245,7,4582.64
14005,10,206,5,2874.72
14006,116,196,3,962.19
14009,198,7,2,695.61
14012,278,1,1,328.8
14013,110,165,3,473.02
14014,77,1,1,505.18
14015,53,1,1,917.34
14016,162,195,4,4341.21
14019,47,91,3,1421.61
14020,17,71,2,642.8
14021,155,101,3,631.9
14022,225,1,1,440.0
14023,7,242,2,584.07
14024,122,2,2,327.7
14027,61,1,1,104.82
14029,63,80,2,467.66
14030,18,348,8,2360.09
14031,7,365,19,17286.86
14032,2,364,11,2975.59
14034,22,135,3,651.8199999999999
14035,29,268,5,1428.02
14036,285,1,1,626.65
14037,176,188,2,147.20000000000002
14038,78,128,3,1560.38
14039,33,1,1,152.2
14040,41,290,12,3614.92
14041,266,1,1,141.41
14044,27,283,4,652.82
14045,109,264,4,1659.75
14046,284,1,1,154.99
14047,9,364,5,1308.6100000000001
14048,305,1,1,409.93
14049,17,301,4,5681.72
14050,32,74,2,746.36
14051,1,365,23,15610.390000000001
14052,20,1,1,225.36
14053,124,35,2,260.25
14054,65,1,1,92.46
14055,106,1,1,725.6400000000001
14056,1,282,23,8214.65
14057,24,336,17,6217.96
14059,267,1,1,183.6
14060,5,368,19,6140.42
14062,10,354,12,10464.85
14064,29,245,5,1353.74
14066,267,1,1,152.55
14067,64,32,2,374.7
14068,320,1,1,265.85
14071,4,261,8,1438.82
14073,32,1,1,151.04
14075,5,256,3,942.26
14076,129,1,1,122.47
14077,41,233,5,499.41999999999996
14078,102,271,6,1049.37
14079,125,1,1,375.1
14080,33,1,1,45.599999999999994
14081,302,67,2,934.52
14082,365,1,1,182.25
14083,4,367,9,1018.43
14085,2,366,18,4448.54
14087,3,1,1,194.42
14088,10,312,13,50491.81
14089,57,1,1,161.0
14090,325,1,1,76.32000000000001
14092,8,350,14,4076.91
14093,12,1,1,442.85
14096,4,97,17,65164.79
14098,37,1,1,147.35
14099,16,338,11,3104.17
14100,138,1,1,194.9
14101,74,252,6,5976.79
14102,5,39,5,1360.28
14104,155,11,2,216.20999999999998
14105,239,1,1,1266.23
14107,52,312,7,2703.23
14108,31,70,2,597.91
14109,73,1,1,144.2
14110,4,263,12,5683.15
14111,14,227,4,692.85
14112,23,253,7,2915.15
14113,4,351,4,1840.42
14114,274,56,2,386.53
14116,20,101,5,1382.74
14117,144,1,1,90.0
14121,4,56,4,2780.15
14124,84,1,1,419.58000000000004
14125,11,67,3,2740.43
14126,8,2,3,706.1300000000001
14127,123,187,3,709.71
14128,61,195,2,637.5
14129,2,259,5,1123.8600000000001
14130,319,1,1,483.86
14132,2,181,11,3586.0299999999997
14133,130,186,3,605.64
14135,2,371,15,4690.31
14138,2,62,2,982.3800000000001
14139,46,1,1,415.82
14140,4,27,2,935.05
14141,3,102,4,915.13
14142,373,1,1,311.81
14143,134,1,1,115.8
14145,47,170,4,3742.2
14146,9,348,5,4191.0
14147,78,207,2,483.4
14148,234,1,1,157.2
14149,221,1,1,446.62
14150,36,324,2,658.64
14152,75,158,2,621.29
14154,239,1,2,1345.62
14155,266,1,1,118.75
14156,10,361,55,117379.63
14157,20,265,2,432.88
14158,40,1,1,507.66
14159,20,343,11,4693.01
14161,216,153,3,1110.52
14162,174,118,2,289.36
14163,87,151,4,2445.91
14164,71,10,2,1631.77
14165,276,1,1,122.53999999999999
14167,39,291,4,574.84
14171,98,1,1,363.79
14173,11,208,4,450.84
14174,33,1,1,134.46
14175,60,269,3,3222.3
14176,297,70,4,576.9000000000001
14177,86,93,4,559.41
14178,9,173,7,1620.93
14179,41,11,2,719.78
14180,11,361,25,4748.52
14184,67,1,1,452.89
14185,331,1,1,197.65
14188,31,279,6,2054.36
14189,2,366,15,4654.08
14191,2,218,13,4684.76
14193,68,201,2,853.39
14194,5,303,21,11349.52
14195,202,50,2,1012.0
14196,107,1,1,335.52
14198,18,221,4,701.4
14199,218,1,1,185.39999999999998
14201,60,299,7,747.44
14204,2,1,1,161.03
14205,17,247,2,466.7
14206,239,1,1,328.15999999999997
14208,95,1,1,151.74
14209,11,321,6,2073.43
14210,106,265,6,1905.8400000000001
14211,53,241,9,2241.1
14212,90,1,1,1070.48
14214,31,246,5,1004.38
14215,12,356,6,1789.72
14216,3,34,4,1839.3
14217,2,364,17,2004.98
14218,43,1,1,169.48000000000002
14219,4,1,1,89.94
14220,247,110,2,632.4
14221,42,296,9,3432.8
14222,177,1,1,683.17
14223,92,171,3,991.13
14224,110,209,4,1050.12
14226,29,240,5,2232.19
14227,26,258,10,3350.96
14229,52,281,3,1547.2
14231,184,104,3,925.71
14232,43,221,5,2048.07
14233,49,268,4,1462.72
14234,22,35,4,775.46
14235,75,185,5,3144.86
14236,81,291,2,490.86
14237,373,1,1,161.0
14238,326,1,1,146.85
14239,43,272,11,2380.85
14240,30,195,2,890.34
14241,184,1,1,213.70000000000002
14242,235,91,2,280.55
14243,9,357,10,2588.77
14245,220,43,2,1693.45
14246,111,135,3,1474.06
14247,278,1,1,136.76999999999998
14248,318,1,1,302.58
14250,7,82,3,1904.05
14251,2,55,5,2879.7000000000003
14256,260,104,2,969.0600000000001
14257,64,254,5,3099.7200000000003
14258,9,328,9,12669.98
14259,142,1,1,120.0
14261,51,27,2,1163.45
14262,8,232,8,2618.23
14264,155,90,2,333.97
14265,109,39,2,530.18
14267,163,97,3,1516.24
14270,332,1,1,492.65000000000003
14271,226,1,1,112.32
14272,74,180,2,437.96
14273,51,190,4,559.97
14276,99,191,3,1119.74
14277,15,197,3,4216.2
14280,197,1,1,134.04
14282,3,364,15,3729.34
14284,31,55,2,595.25
14285,21,155,4,1910.01
14286,24,219,3,4628.75
14287,8,190,3,176.63
14288,213,1,1,426.6
14289,9,280,6,911.26
14290,11,350,5,2314.65
14291,2,273,11,3883.25
14292,8,275,9,4871.93
14293,3,365,4,1046.56
14295,40,1,1,166.20000000000002
14297,18,257,4,1305.33
14298,8,352,44,51527.3
14299,8,357,9,3965.62
14300,19,1,1,43.2
14301,117,1,1,640.14
14304,223,1,1,383.45
14305,71,64,3,1858.96
14306,51,34,2,2093.32
14307,89,284,6,2995.72
14309,8,350,9,2352.53
14311,243,1,1,310.26
14312,47,290,6,1611.59
14314,107,1,1,120.0
14315,45,221,6,2481.13
14317,65,1,1,508.58000000000004
14320,207,126,2,477.79
14321,11,322,5,1530.75
14323,115,123,2,605.0600000000001
14326,242,1,1,183.85
14327,163,1,1,311.65
14329,17,312,7,5014.84
14331,124,10,2,462.65999999999997
14332,23,125,3,866.31
14333,68,1,1,415.2
14334,17,341,8,2552.21
14335,16,80,2,468.26
14336,17,259,4,1614.91
14338,161,35,2,588.22
14339,243,1,1,309.52
14340,219,1,1,134.7
14341,45,273,8,2182.28
14342,21,188,4,668.5600000000001
14344,127,241,8,889.9300000000001
14345,39,1,1,108.97999999999999
14346,121,176,2,1021.58
14348,260,1,1,409.57
14349,10,1,1,133.5
14350,274,1,1,282.93
14351,165,1,1,51.0
14352,157,116,4,1078.96
14353,215,1,1,90.6
14354,6,24,2,163.62
14355,366,1,1,174.4
14356,80,1,2,701.23
14357,43,1,1,225.77
14359,19,68,3,912.18
14360,32,62,4,2128.23
14362,22,1,1,161.2
14364,109,102,8,3717.35
14367,8,267,16,9261.52
14368,320,1,1,155.0
14371,295,1,1,100.5
14373,358,1,1,76.55
14375,185,1,1,257.68
14377,191,70,2,617.05
14379,44,251,2,348.1
14381,52,1,1,202.68
14382,26,1,1,626.0699999999999
14383,38,125,3,1247.69
14385,9,14,3,202.11
14386,297,1,1,142.4
14387,33,76,3,1770.56
14388,10,362,8,3212.84
14389,65,125,2,1043.46
14390,10,362,9,4652.82
14393,218,1,1,67.95
14395,2,369,9,3507.71
14396,65,306,2,487.99
14397,3,210,19,2612.96
14400,149,1,1,574.7
14401,4,355,13,4051.48
14403,130,116,4,1475.81
14404,34,335,6,1474.32
14406,119,1,1,156.75
14407,107,169,6,2157.73
14408,11,253,7,2606.53
14409,71,297,6,2059.4500000000003
14410,92,213,9,1105.07
14411,311,1,1,1063.0
14412,43,30,2,770.03
14413,362,1,1,122.7
14414,92,267,7,1496.98
14415,1,359,13,5900.28
14416,22,20,2,490.22
14418,4,104,3,1937.25
14419,11,354,6,1058.06
14420,99,1,1,387.52
14421,57,154,2,813.11
14422,1,266,6,4263.64
14423,218,1,1,265.2
14424,18,1,1,322.08
14426,24,289,10,4481.67
14427,50,13,2,363.34000000000003
14428,7,317,5,1244.83
14431,303,1,1,470.36
14432,10,79,6,2255.51
14434,22,50,6,1372.8
14436,99,1,1,89.06
14437,366,1,1,63.0
14438,306,1,1,131.9
14439,320,1,1,2661.24
14440,8,357,5,2357.6800000000003
14441,1,254,4,1712.89
14442,205,112,2,1589.82
14443,54,314,4,1420.2
14446,1,245,4,1039.58
14447,19,261,5,1163.23
14448,9,354,2,375.35
14449,19,353,4,907.1
14450,181,139,3,483.25
14451,60,134,2,662.59
14452,11,83,2,264.44
14453,190,1,1,119.93
14456,5,137,9,3062.4
14457,311,1,1,113.64
14459,155,1,1,1837.92
14460,110,200,3,434.34
14461,148,113,3,2103.06
14462,66,273,11,2004.02
14463,98,107,3,529.62
14465,247,56,3,1058.6200000000001
14466,29,343,7,2272.4
14467,18,295,4,598.76
14470,12,275,2,461.19
14472,104,251,8,1936.84
14473,74,208,2,234.34000000000003
14474,46,1,1,547.66
14475,72,233,3,925.85
14476,257,1,1,215.7
14477,20,277,4,1309.6
14479,254,111,2,316.25
14480,11,1,1,279.05
14481,165,122,2,636.51
14482,18,220,6,2068.15
14483,282,1,1,137.1
14484,50,1,1,321.92
14485,39,1,1,165.75
14487,27,341,6,1196.33
14488,68,1,1,1064.28
14489,207,1,1,463.38
14491,175,197,2,340.93
14493,7,147,5,2383.2400000000002
14494,26,1,1,139.56
14495,51,70,2,123.8
14496,312,61,2,538.8100000000001
14497,309,1,1,475.37
14498,43,319,5,1957.32
14499,26,252,3,815.32
14500,88,101,3,356.85
14501,184,136,2,251.21
14502,20,293,11,2470.67
14503,3,175,6,3543.26
14504,47,231,4,673.26
14505,17,344,8,5905.64
14506,17,351,5,2012.17
14507,24,252,6,1383.18
14508,22,67,2,276.42
14511,11,122,5,1314.81
14512,188,44,2,275.28
14513,101,188,3,455.59000000000003
14514,61,270,3,1055.35
14515,18,200,6,2102.09
14517,33,108,2,330.45
14518,64,1,1,174.37
14520,2,289,2,270.6
14522,24,173,4,974.54
14523,108,1,1,241.09
14524,32,329,9,1867.68
14525,20,341,9,4332.2
14527,3,366,55,8508.82
14528,37,1,1,364.21999999999997
14529,60,50,3,620.04
14530,26,270,6,2925.91
14532,236,115,4,932.85
14533,25,328,7,1949.72
14534,3,315,18,4447.05
14535,60,188,3,2864.19
14536,260,1,1,171.8
14537,58,1,1,355.56
14538,65,191,2,388.25
14539,16,28,2,537.48
14540,10,299,3,996.26
14541,59,260,8,1461.65
14542,186,1,1,103.25
14543,29,336,16,3630.33
14544,24,337,2,2024.45
14546,5,243,5,2578.09
14547,4,50,8,4007.54
14548,151,167,2,652.8
14549,311,1,1,289.24
14550,11,33,2,765.62
14551,18,185,2,186.23
14552,152,1,1,165.07
14553,19,319,5,859.27
14554,10,42,4,2381.04
14555,57,244,2,324.14
14557,85,1,1,788.38
14560,7,350,22,2237.77
14561,76,108,3,1080.76
14562,4,300,18,5074.77
14565,96,265,4,3099.12
14566,111,1,1,1432.0
14567,57,73,2,1530.3600000000001
14569,1,1,1,227.39
14570,281,1,2,218.06
14572,3,320,7,2832.84
14573,180,192,9,1653.42
14576,372,1,1,35.400000000000006
14577,13,350,4,859.71
14578,3,1,1,168.63
14581,17,1,1,138.6
14582,41,1,1,114.11
14583,6,200,5,1052.55
14584,169,29,4,1042.26
14585,50,1,1,157.05
14586,277,1,1,237.36
14587,19,312,9,1601.14
14589,372,1,1,39.75
14591,15,197,4,1447.14
14592,35,28,3,570.46
14593,22,177,3,617.99
14594,7,365,2,379.83
14595,20,293,6,1740.6
14597,11,180,2,883.15
14598,44,1,1,221.97
14600,306,1,1,393.33000000000004
14601,11,1,1,213.96
14603,275,1,1,660.0
14606,1,372,93,12156.65
14607,16,245,14,16569.5
14608,4,358,4,1785.15
14609,72,224,4,601.56
14616,243,74,3,406.08000000000004
14618,9,328,3,553.44
14619,246,1,1,394.44
14620,206,78,2,412.78000000000003
14621,1,357,5,1788.3600000000001
14622,185,1,1,320.58000000000004
14623,32,203,5,889.25
14624,57,1,2,225.85
14625,196,164,2,899.63
14626,24,209,4,2791.27
14628,91,151,2,671.96
14629,4,43,2,959.01
14631,51,248,3,1006.98
14632,263,1,1,114.56
14633,266,1,1,344.90000000000003
14636,36,232,2,609.85
14638,51,1,1,443.6
14639,52,309,6,2984.49
14640,24,203,6,2125.08
14641,22,1,1,110.46
14642,59,1,1,96.12
14643,170,187,2,693.8100000000001
14644,68,230,2,830.76
14645,157,118,2,597.09
14646,2,353,73,280206.02
14647,201,1,1,243.22
14649,5,207,4,1417.29
14651,67,143,2,654.6
14652,77,1,1,114.18
14653,1,337,7,1947.55
14655,8,214,4,1932.23
14656,169,114,2,291.05
14657,18,308,4,848.22
14658,5,111,2,247.15
14659,9,306,9,2529.93
14660,87,14,2,285.74
14661,27,1,1,107.95
14662,29,287,4,771.17
14664,20,13,2,637.89
14665,61,250,5,1835.7
14666,24,1,1,195.25
14667,11,357,25,9241.2
14669,242,90,3,1269.99
14670,280,1,2,411.53
14672,235,101,2,765.55
14673,3,364,5,1736.4
14675,16,1,1,604.75
14676,31,251,6,2548.2400000000002
14680,25,346,16,28754.11
14681,71,140,3,498.95
14682,188,13,2,52.0
14684,26,336,5,1236.28
14687,107,1,1,628.38
14688,8,366,21,5630.87
14689,209,1,1,112.8
14690,44,107,2,371.7
14691,31,182,5,2114.33
14692,137,185,4,591.55
14693,265,1,1,172.9
14696,4,368,7,2078.95
14697,218,1,2,188.60999999999999
14698,2,49,5,1250.76
14699,214,1,1,109.13000000000001
